ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida
P5743,2024-01-30,159,20,55
P5744,2024-01-23,194,37,92
P5745,2024-01-08,175,50,34
P5746,2024-01-16,46,22,30
P5747,2024-01-20,39,34,94
P5748,2024-01-13,163,14,39
P5749,2024-01-18,202,15,49
P5750,2024-01-05,164,26,70
P5751,2024-01-31,137,23,25
P5752,2024-01-25,214,49,27
P5753,2024-01-09,33,58,49
P5754,2024-01-23,196,58,11
P5755,2024-01-13,143,56,99
P5756,2024-01-03,139,53,88
P5757,2024-01-23,114,51,34
P5758,2024-01-16,167,40,67
P5759,2024-01-19,218,19,47
P5760,2024-01-27,182,20,95
P5761,2024-01-18,169,27,37
P5762,2024-01-09,56,31,28
P5763,2024-01-12,104,28,80
P5764,2024-01-12,167,12,46
P5765,2024-01-20,171,59,62
P5766,2024-01-30,239,38,34
P5767,2024-01-29,37,32,31
P5768,2024-01-15,221,24,52
P5769,2024-01-20,205,47,88
P5770,2024-01-26,237,50,75
P5771,2024-01-06,109,60,65
P5772,2024-01-15,119,37,25
P5773,2024-01-18,144,20,49
P5774,2024-01-29,70,60,21
P5775,2024-01-07,141,51,95
P5776,2024-01-27,159,18,46
P5777,2024-01-14,143,26,53
P5778,2024-01-29,86,41,63
P5779,2024-01-15,123,21,53
P5780,2024-01-09,158,46,91
P5781,2024-01-16,165,17,56
P5782,2024-01-26,213,51,30
P5783,2024-01-18,226,45,32
P5784,2024-01-14,72,19,78
P5785,2024-01-31,85,51,82
P5786,2024-01-13,178,13,26
P5787,2024-01-20,135,16,15
P5788,2024-01-22,196,43,79
P5789,2024-01-30,130,55,59
P5790,2024-01-01,179,50,90
P5791,2024-01-01,32,37,12
P5792,2024-01-18,216,60,62
P5793,2024-01-13,74,59,99
P5794,2024-01-31,135,37,21
P5795,2024-01-30,138,59,87
P5796,2024-01-05,154,55,38
P5797,2024-01-22,59,24,83
P5798,2024-01-22,208,24,39
P5799,2024-01-28,137,14,87
P5800,2024-01-22,188,60,58
P5801,2024-01-06,128,41,13
P5802,2024-01-18,76,34,96
P5803,2024-01-05,87,60,63
P5804,2024-01-01,88,22,63
P5805,2024-01-10,80,31,53
P5806,2024-01-20,161,54,87
P5807,2024-01-23,83,21,84
P5808,2024-01-04,170,11,51
P5809,2024-01-24,59,24,61
P5810,2024-01-30,126,59,54
P5811,2024-01-01,40,53,44
P5812,2024-01-19,139,24,95
P5813,2024-01-03,170,17,35
P5814,2024-01-13,172,51,33
P5815,2024-01-12,59,32,45
P5816,2024-01-02,74,46,98
P5817,2024-01-01,187,56,11
P5818,2024-01-24,168,42,94
P5819,2024-01-02,232,58,40
P5820,2024-01-23,222,48,25
P5821,2024-01-05,204,20,15
P5822,2024-01-15,156,42,42
P5823,2024-01-28,168,32,17
P5824,2024-01-30,211,49,26
P5825,2024-01-09,180,23,73
P5826,2024-01-10,70,28,63
P5827,2024-01-07,92,24,64
P5828,2024-01-09,115,50,32
P5829,2024-01-14,212,51,37
P5830,2024-01-02,166,57,55
P5831,2024-01-01,231,22,30
P5832,2024-01-24,198,32,43
P5833,2024-01-14,37,52,47
P5834,2024-01-30,183,53,45
P5835,2024-01-19,48,13,80
P5836,2024-01-23,50,48,64
P5837,2024-01-26,222,60,68
P5838,2024-01-13,138,57,28
P5839,2024-01-26,51,38,82
P5840,2024-01-19,234,10,94
P5841,2024-01-04,195,51,35
P5842,2024-01-03,166,29,66
P5843,2024-01-28,238,42,53
P5844,2024-01-27,50,41,85
P5845,2024-01-12,141,49,38
P5846,2024-01-07,208,39,13
P5847,2024-01-27,112,39,14
P5848,2024-01-05,105,14,73
P5849,2024-01-15,86,51,25
P5850,2024-01-11,206,56,47
P5851,2024-01-23,146,28,60
P5852,2024-01-01,124,20,18
P5853,2024-01-29,140,43,87
P5854,2024-01-09,48,33,11
P5855,2024-01-13,48,30,75
P5856,2024-01-28,204,52,21
P5857,2024-01-04,214,18,76
P5858,2024-01-22,135,52,70
P5859,2024-01-05,48,12,79
P5860,2024-01-22,167,56,48
P5861,2024-01-23,112,39,31
P5862,2024-01-24,118,30,94
P5863,2024-01-11,217,45,51
P5864,2024-01-14,101,49,54
P5865,2024-01-17,227,39,40
P5866,2024-01-10,187,48,28
P5867,2024-01-29,197,36,55
P5868,2024-01-23,45,38,74
P5869,2024-01-06,230,57,38
P5870,2024-01-08,211,51,100
P5871,2024-01-15,70,50,34
P5872,2024-01-16,182,16,67
P5873,2024-01-28,213,42,16
P5874,2024-01-09,214,10,18
P5875,2024-01-08,142,12,63
P5876,2024-01-04,53,60,48
P5877,2024-01-25,151,41,31
P5878,2024-01-11,118,24,44
P5879,2024-01-02,43,33,90
P5880,2024-01-11,167,45,33
P5881,2024-01-04,229,21,61
P5882,2024-01-16,86,16,36
P5883,2024-01-01,240,13,86
P5884,2024-01-05,124,12,96
P5885,2024-01-24,39,11,22
P5886,2024-01-31,113,48,88
P5887,2024-01-06,69,21,38
P5888,2024-01-12,221,47,82
P5889,2024-01-20,154,44,33
P5890,2024-01-01,202,11,65
P5891,2024-01-30,108,35,60
P5892,2024-01-18,166,53,85
P5893,2024-01-31,82,24,34
P5894,2024-01-04,100,23,12
P5895,2024-01-13,224,42,37
P5896,2024-01-07,51,52,78
P5897,2024-01-11,88,46,31
P5898,2024-01-05,169,11,39
P5899,2024-01-12,50,39,19
P5900,2024-01-13,97,38,64
P5901,2024-01-04,158,10,37
P5902,2024-01-25,149,35,39
P5903,2024-01-17,110,22,11
P5904,2024-01-24,72,42,47
P5905,2024-01-29,98,55,24
P5906,2024-01-21,203,13,84
P5907,2024-01-22,52,19,67
P5908,2024-01-07,133,50,26
P5909,2024-01-20,98,36,92
P5910,2024-01-10,214,35,66
P5911,2024-01-11,127,29,17
P5912,2024-01-01,151,60,90
P5913,2024-01-03,68,58,12
P5914,2024-01-28,152,50,75
P5915,2024-01-01,84,33,99
P5916,2024-01-28,49,56,64
P5917,2024-01-19,216,27,79
P5918,2024-01-09,178,28,73
P5919,2024-01-28,146,40,48
P5920,2024-01-21,158,14,80
P5921,2024-01-08,44,37,19
P5922,2024-01-12,92,38,95
P5923,2024-01-23,235,23,50
P5924,2024-01-12,163,38,18
P5925,2024-01-25,100,40,24
P5926,2024-01-02,165,34,11
P5927,2024-01-16,185,13,94
P5928,2024-01-11,212,55,13
P5929,2024-01-11,120,17,37
P5930,2024-01-19,166,27,74
P5931,2024-01-01,210,57,51
P5932,2024-01-29,103,24,30
P5933,2024-01-17,208,13,37
P5934,2024-01-04,164,52,86
P5935,2024-01-13,78,57,61
P5936,2024-01-15,99,34,94
P5937,2024-01-02,193,23,12
P5938,2024-01-01,43,25,55
P5939,2024-01-29,160,46,20
P5940,2024-01-14,99,23,23
P5941,2024-01-20,158,13,17
P5942,2024-01-06,155,49,39
P5943,2024-01-28,127,35,93
P5944,2024-01-24,221,60,94
P5945,2024-01-08,166,31,85
P5946,2024-01-27,135,18,91
P5947,2024-01-15,142,50,50
P5948,2024-01-03,34,30,97
P5949,2024-01-16,140,17,56
P5950,2024-01-29,133,28,24
P5951,2024-01-10,201,52,33
P5952,2024-01-20,55,38,29
P5953,2024-01-25,102,10,37
P5954,2024-01-06,57,24,78
P5955,2024-01-24,67,20,49
P5956,2024-01-22,94,18,79
P5957,2024-01-10,80,60,30
P5958,2024-01-02,69,18,51
P5959,2024-01-03,177,58,45
P5960,2024-01-21,162,20,72
P5961,2024-01-03,68,50,56
P5962,2024-01-16,238,41,21
P5963,2024-01-12,44,50,34
P5964,2024-01-04,199,49,66
P5965,2024-01-29,227,32,97
P5966,2024-01-10,134,15,41
P5967,2024-01-04,176,16,14
P5968,2024-01-02,119,59,25
P5969,2024-01-18,73,59,41
P5970,2024-01-22,44,28,47
P5971,2024-01-08,164,33,15
P5972,2024-01-08,41,27,94
P5973,2024-01-05,165,52,62
P5974,2024-01-07,67,59,59
P5975,2024-01-16,72,23,34
P5976,2024-01-04,223,46,39
P5977,2024-01-15,169,47,74
P5978,2024-01-23,187,13,74
P5979,2024-01-26,122,48,76
P5980,2024-01-15,201,22,23
P5981,2024-01-16,143,50,55
P5982,2024-01-11,181,54,57
P5983,2024-01-13,74,58,25
P5984,2024-01-24,129,29,11
P5985,2024-01-09,189,46,31
P5986,2024-01-24,89,19,86
P5987,2024-01-26,36,55,26
P5988,2024-01-22,237,25,82
P5989,2024-01-26,106,34,66
P5990,2024-01-23,145,58,25
P5991,2024-01-03,71,19,99
P5992,2024-01-22,128,59,17
P5993,2024-01-12,172,54,82
P5994,2024-01-03,125,31,57
P5995,2024-01-09,206,37,57
P5996,2024-01-13,171,20,88
P5997,2024-01-05,97,58,62
P5998,2024-01-03,115,56,31
P5999,2024-01-01,100,46,48
P6000,2024-01-03,164,38,37
P6001,2024-01-22,208,60,52
P6002,2024-01-02,174,38,97
P6003,2024-01-20,57,43,44
P6004,2024-01-27,38,15,25
P6005,2024-01-30,110,39,44
P6006,2024-01-16,44,49,74
P6007,2024-01-01,201,15,71
P6008,2024-01-05,38,29,33
P6009,2024-01-15,93,32,97
P6010,2024-01-13,236,28,30
P6011,2024-01-21,39,19,13
P6012,2024-01-06,163,30,97
P6013,2024-01-25,36,52,77
P6014,2024-01-12,92,30,25
P6015,2024-01-13,213,59,78
P6016,2024-01-07,95,15,63
P6017,2024-01-03,106,34,50
P6018,2024-01-19,201,27,68
P6019,2024-01-22,210,17,49
P6020,2024-01-18,59,10,49
P6021,2024-01-12,105,22,54
P6022,2024-01-27,208,17,31
P6023,2024-01-04,153,19,65
P6024,2024-01-05,214,38,100
P6025,2024-01-02,156,14,61
P6026,2024-01-10,44,17,97
P6027,2024-01-22,146,47,11
P6028,2024-01-07,194,23,92
P6029,2024-01-30,112,10,86
P6030,2024-01-13,235,15,92
P6031,2024-01-23,182,44,31
P6032,2024-01-23,126,10,37
P6033,2024-01-26,81,60,40
P6034,2024-01-18,134,50,47
P6035,2024-01-17,101,17,28
P6036,2024-01-16,66,30,75
P6037,2024-01-25,97,54,83
P6038,2024-01-15,134,41,13
P6039,2024-01-22,201,41,90
P6040,2024-01-24,130,33,60
P6041,2024-01-21,73,27,95
P6042,2024-01-27,179,20,23
P6043,2024-01-17,132,24,71
P6044,2024-01-13,103,15,43
P6045,2024-01-31,43,43,80
P6046,2024-01-02,121,41,81
P6047,2024-01-06,228,25,85
P6048,2024-01-13,169,60,87
P6049,2024-01-18,42,55,54
P6050,2024-01-08,155,42,55
P6051,2024-01-15,157,33,40
P6052,2024-01-26,197,40,75
P6053,2024-01-19,164,58,17
P6054,2024-01-09,120,18,21
P6055,2024-01-25,51,13,12
P6056,2024-01-07,164,26,57
P6057,2024-01-28,44,54,33
P6058,2024-01-10,239,37,13
P6059,2024-01-12,229,57,79
P6060,2024-01-27,122,42,69
P6061,2024-01-05,133,51,27
P6062,2024-01-23,147,37,98
P6063,2024-01-15,146,49,79
P6064,2024-01-15,88,10,19
P6065,2024-01-10,71,60,62
P6066,2024-01-16,93,39,53
P6067,2024-01-31,170,21,14
P6068,2024-01-23,149,44,86
P6069,2024-01-07,174,53,59
P6070,2024-01-05,125,57,76
P6071,2024-01-20,140,40,60
P6072,2024-01-22,104,23,46
P6073,2024-01-03,66,10,72
P6074,2024-01-23,166,11,82
P6075,2024-01-16,198,36,95
P6076,2024-01-10,119,24,94
P6077,2024-01-21,158,30,66
P6078,2024-01-30,49,20,98
P6079,2024-01-04,216,15,25
P6080,2024-01-23,226,55,97
P6081,2024-01-27,132,17,98
P6082,2024-01-06,54,57,57
P6083,2024-01-27,236,24,88
P6084,2024-01-04,61,46,61
P6085,2024-01-19,69,40,94
P6086,2024-01-02,137,30,64
P6087,2024-01-10,240,15,40
P6088,2024-01-05,130,13,70
P6089,2024-01-24,145,54,43
P6090,2024-01-24,36,37,11
P6091,2024-01-04,195,43,72
P6092,2024-01-27,188,54,71
P6093,2024-01-16,123,28,28
P6094,2024-01-23,188,54,27
P6095,2024-01-31,108,21,41
P6096,2024-01-16,170,16,77
P6097,2024-01-29,68,12,81
P6098,2024-01-18,167,49,70
P6099,2024-01-09,88,16,72
P6100,2024-01-17,69,49,14
P6101,2024-01-21,197,13,99
P6102,2024-01-30,190,29,11
P6103,2024-01-30,74,24,52
P6104,2024-01-07,134,37,91
P6105,2024-01-22,170,23,62
P6106,2024-01-04,163,37,38
P6107,2024-01-10,40,57,78
P6108,2024-01-28,101,23,96
P6109,2024-01-18,166,55,30
P6110,2024-01-11,164,30,82
P6111,2024-01-03,202,31,18
P6112,2024-01-23,106,50,71
P6113,2024-01-19,149,18,30
P6114,2024-01-02,96,11,73
P6115,2024-01-19,153,14,32
P6116,2024-01-20,205,41,17
P6117,2024-01-26,240,34,81
P6118,2024-01-12,105,20,27
P6119,2024-01-22,126,59,88
P6120,2024-01-14,87,15,37
P6121,2024-01-27,223,22,57
P6122,2024-01-06,217,49,76
P6123,2024-01-18,100,42,87
P6124,2024-01-11,98,54,21
P6125,2024-01-09,218,27,29
P6126,2024-01-29,181,36,46
P6127,2024-01-14,126,50,43
P6128,2024-01-08,72,59,100
P6129,2024-01-17,159,12,22
P6130,2024-01-23,182,60,11
P6131,2024-01-01,150,51,76
P6132,2024-01-20,240,53,52
P6133,2024-01-23,188,36,42
P6134,2024-01-06,233,37,69
P6135,2024-01-11,74,58,54
P6136,2024-01-10,238,19,28
P6137,2024-01-14,92,12,44
P6138,2024-01-28,196,11,76
P6139,2024-01-07,217,50,32
P6140,2024-01-26,222,21,11
P6141,2024-01-03,44,29,96
P6142,2024-01-21,104,57,48
P6143,2024-01-10,51,42,30
P6144,2024-01-22,30,29,93
P6145,2024-01-18,56,55,80
P6146,2024-01-04,55,51,87
P6147,2024-01-18,133,43,72
P6148,2024-01-07,195,58,55
P6149,2024-01-14,141,60,54
P6150,2024-01-31,145,14,15
P6151,2024-01-19,57,47,14
P6152,2024-01-28,56,44,94
P6153,2024-01-13,144,44,68
P6154,2024-01-11,143,11,90
P6155,2024-01-11,66,27,100
P6156,2024-01-21,141,48,20
P6157,2024-01-24,137,54,26
P6158,2024-01-12,98,38,58
P6159,2024-01-18,52,40,100
P6160,2024-01-27,138,26,73
P6161,2024-01-29,108,24,96
P6162,2024-01-20,186,25,82
P6163,2024-01-10,127,16,81
P6164,2024-01-12,99,25,23
P6165,2024-01-26,34,21,22
P6166,2024-01-21,167,14,80
P6167,2024-01-05,78,50,28
P6168,2024-01-17,202,53,56
P6169,2024-01-09,116,34,29
P6170,2024-01-30,54,59,48
P6171,2024-01-16,75,19,44
P6172,2024-01-19,171,35,36
P6173,2024-01-25,48,47,69
P6174,2024-01-08,81,56,97
P6175,2024-01-24,195,30,69
P6176,2024-01-12,216,40,94
P6177,2024-01-16,48,39,83
P6178,2024-01-27,197,36,21
P6179,2024-01-13,123,16,74
P6180,2024-01-25,145,15,58
P6181,2024-01-15,196,12,41
P6182,2024-01-07,74,57,41
P6183,2024-01-11,206,20,100
P6184,2024-01-07,197,34,34
P6185,2024-01-27,110,57,100
P6186,2024-01-23,181,48,32
P6187,2024-01-27,130,40,38
P6188,2024-01-10,87,37,48
P6189,2024-01-24,197,10,10
P6190,2024-01-27,66,35,89
P6191,2024-01-23,161,35,23
P6192,2024-01-16,113,12,20
P6193,2024-01-22,233,18,78
P6194,2024-01-07,38,12,62
P6195,2024-01-13,43,32,99
P6196,2024-01-23,124,21,64
P6197,2024-01-28,60,27,42
P6198,2024-01-15,131,59,40
P6199,2024-01-06,136,19,43
P6200,2024-01-18,117,18,52
P6201,2024-01-19,33,48,66
P6202,2024-01-14,57,55,49
P6203,2024-01-08,237,39,68
P6204,2024-01-09,133,43,79
P6205,2024-01-15,69,34,79
P6206,2024-01-03,53,30,41
P6207,2024-01-15,234,59,19
P6208,2024-01-10,45,26,37
P6209,2024-01-22,66,19,76
P6210,2024-01-12,237,59,62
P6211,2024-01-15,240,10,19
P6212,2024-01-09,61,20,14
P6213,2024-01-27,52,14,23
P6214,2024-01-02,110,31,59
P6215,2024-01-17,93,50,69
P6216,2024-01-25,146,41,77
P6217,2024-01-24,196,29,68
P6218,2024-01-13,49,14,51
P6219,2024-01-18,158,39,12
P6220,2024-01-21,49,32,16
P6221,2024-01-26,138,31,28
P6222,2024-01-07,225,33,55
P6223,2024-01-03,122,56,58
P6224,2024-01-23,200,39,80
P6225,2024-01-23,132,28,83
P6226,2024-01-14,233,54,33
P6227,2024-01-04,181,59,20
P6228,2024-01-18,122,60,61
P6229,2024-01-29,153,26,74
P6230,2024-01-26,30,35,11
P6231,2024-01-27,192,53,36
P6232,2024-01-03,83,48,54
P6233,2024-01-05,224,44,73
P6234,2024-01-22,74,23,98
P6235,2024-01-25,119,52,19
P6236,2024-01-27,184,54,36
P6237,2024-01-02,191,45,99
P6238,2024-01-01,190,46,10
P6239,2024-01-10,203,31,19
P6240,2024-01-22,165,57,53
P6241,2024-01-18,118,29,27
P6242,2024-01-23,145,33,65
P6243,2024-01-23,51,11,79
P6244,2024-01-06,77,51,25
P6245,2024-01-05,131,51,81
P6246,2024-01-26,50,11,82
P6247,2024-01-07,57,27,27
P6248,2024-01-17,42,33,60
P6249,2024-01-19,177,40,49
P6250,2024-01-07,55,14,50
P6251,2024-01-03,185,31,93
P6252,2024-01-10,96,48,45
P6253,2024-01-14,190,33,78
P6254,2024-01-05,177,23,47
P6255,2024-01-21,58,33,10
P6256,2024-01-05,175,42,23
P6257,2024-01-10,70,44,54
P6258,2024-01-09,133,39,90
P6259,2024-01-18,126,54,97
P6260,2024-01-17,195,31,38
P6261,2024-01-15,37,51,95
P6262,2024-01-15,173,14,88
P6263,2024-01-09,116,37,94
P6264,2024-01-05,79,55,53
P6265,2024-01-06,45,29,41
P6266,2024-01-12,32,18,92
P6267,2024-01-29,228,38,33
P6268,2024-01-17,169,25,14
P6269,2024-01-05,155,21,75
P6270,2024-01-31,160,35,29
P6271,2024-01-27,114,55,59
P6272,2024-01-30,112,14,73
P6273,2024-01-30,83,31,23
P6274,2024-01-12,188,55,44
P6275,2024-01-23,228,57,28
P6276,2024-01-14,185,45,75
P6277,2024-01-15,107,36,55
P6278,2024-01-15,133,14,45
P6279,2024-01-18,68,15,60
P6280,2024-01-05,218,36,80
P6281,2024-01-26,198,51,51
P6282,2024-01-18,227,60,96
P6283,2024-01-30,162,57,39
P6284,2024-01-08,166,42,64
P6285,2024-01-01,218,45,36
P6286,2024-01-15,96,27,42
P6287,2024-01-10,192,51,55
P6288,2024-01-19,188,29,10
P6289,2024-01-07,206,34,84
P6290,2024-01-21,138,49,58
P6291,2024-01-17,90,54,92
P6292,2024-01-19,86,11,89
P6293,2024-01-29,201,25,49
P6294,2024-01-12,110,11,27
P6295,2024-01-08,206,27,15
P6296,2024-01-18,144,40,59
P6297,2024-01-23,52,39,88
P6298,2024-01-12,179,16,84
P6299,2024-01-01,108,51,99
P6300,2024-01-13,103,42,50
P6301,2024-01-13,205,49,70
P6302,2024-01-27,132,54,37
P6303,2024-01-23,100,29,19
P6304,2024-01-25,155,13,51
P6305,2024-01-20,52,12,40
P6306,2024-01-25,216,58,67
P6307,2024-01-16,93,28,99
P6308,2024-01-09,189,25,30
P6309,2024-01-12,221,18,94
P6310,2024-01-01,40,20,20
P6311,2024-01-06,132,46,85
P6312,2024-01-22,47,27,18
P6313,2024-01-04,136,12,63
P6314,2024-01-19,205,18,50
P6315,2024-01-28,196,29,63
P6316,2024-01-04,182,24,19
P6317,2024-01-16,117,31,51
P6318,2024-01-19,215,13,32
P6319,2024-01-06,106,57,51
P6320,2024-01-29,217,29,56
P6321,2024-01-10,118,39,82
P6322,2024-01-24,143,45,14
P6323,2024-01-09,110,58,80
P6324,2024-01-23,239,20,22
P6325,2024-01-31,64,44,41
P6326,2024-01-26,37,50,54
P6327,2024-01-01,227,33,64
P6328,2024-01-12,221,46,22
P6329,2024-01-04,194,57,35
P6330,2024-01-09,136,45,64
P6331,2024-01-25,71,51,67
P6332,2024-01-07,226,37,91
P6333,2024-01-11,59,11,73
P6334,2024-01-19,188,11,42
P6335,2024-01-24,76,35,49
P6336,2024-01-19,92,52,47
P6337,2024-01-23,105,16,44
P6338,2024-01-26,33,57,22
P6339,2024-01-29,90,31,74
P6340,2024-01-01,165,29,66
P6341,2024-01-28,183,11,79
P6342,2024-01-01,142,13,22
P6343,2024-01-01,102,44,50
P6344,2024-01-08,76,50,52
P6345,2024-01-24,98,13,62
P6346,2024-01-03,216,47,87
P6347,2024-01-21,92,57,49
P6348,2024-01-16,46,47,51
P6349,2024-01-17,54,59,78
P6350,2024-01-09,56,37,59
P6351,2024-01-28,86,40,66
P6352,2024-01-26,163,45,66
P6353,2024-01-08,226,47,90
P6354,2024-01-02,240,16,31
P6355,2024-01-19,187,48,64
P6356,2024-01-29,92,23,56
P6357,2024-01-11,83,27,62
P6358,2024-01-06,182,17,37
P6359,2024-01-10,31,26,20
P6360,2024-01-30,200,36,22
P6361,2024-01-08,136,25,23
P6362,2024-01-18,238,54,78
P6363,2024-01-04,106,41,63
P6364,2024-01-28,184,45,15
P6365,2024-01-01,229,24,56
P6366,2024-01-16,223,17,87
P6367,2024-01-08,52,58,11
P6368,2024-01-01,149,17,73
P6369,2024-01-12,234,45,35
P6370,2024-01-17,195,48,12
P6371,2024-01-23,71,47,41
P6372,2024-01-16,200,16,54
P6373,2024-01-29,120,55,76
P6374,2024-01-22,113,12,56
P6375,2024-01-26,182,13,44
P6376,2024-01-05,217,27,23
P6377,2024-01-31,93,17,12
P6378,2024-01-09,181,59,71
P6379,2024-01-19,170,42,14
P6380,2024-01-20,180,50,67
P6381,2024-01-08,65,56,68
P6382,2024-01-31,50,17,52
P6383,2024-01-24,202,12,100
P6384,2024-01-23,171,43,89
P6385,2024-01-30,101,55,26
P6386,2024-01-13,159,32,25
P6387,2024-01-23,61,13,88
P6388,2024-01-16,234,57,76
P6389,2024-01-22,119,54,50
P6390,2024-01-23,149,36,17
P6391,2024-01-12,32,52,14
P6392,2024-01-04,46,60,62
P6393,2024-01-16,152,38,23
P6394,2024-01-04,137,49,11
P6395,2024-01-17,72,58,66
P6396,2024-01-30,234,45,32
P6397,2024-01-16,91,58,80
P6398,2024-01-19,233,21,21
P6399,2024-01-31,108,10,96
P6400,2024-01-19,45,35,20
P6401,2024-01-30,134,28,37
P6402,2024-01-29,236,30,85
P6403,2024-01-20,148,45,66
P6404,2024-01-12,237,17,25
P6405,2024-01-30,126,55,90
P6406,2024-01-30,171,53,64
P6407,2024-01-10,163,42,86
P6408,2024-01-22,88,34,78
P6409,2024-01-14,143,54,97
P6410,2024-01-16,101,13,43
P6411,2024-01-13,205,13,94
P6412,2024-01-21,227,27,12
P6413,2024-01-13,73,51,81
P6414,2024-01-22,41,48,89
P6415,2024-01-11,48,10,64
P6416,2024-01-06,57,48,53
P6417,2024-01-11,71,45,80
P6418,2024-01-04,121,29,72
P6419,2024-01-19,105,44,24
P6420,2024-01-30,201,15,66
P6421,2024-01-23,91,44,37
P6422,2024-01-11,45,14,85
P6423,2024-01-12,68,27,72
P6424,2024-01-05,92,60,71
P6425,2024-01-24,74,52,62
P6426,2024-01-04,66,42,53
P6427,2024-01-08,105,35,24
P6428,2024-01-17,231,16,90
P6429,2024-01-28,138,36,82
P6430,2024-01-28,223,29,63
P6431,2024-01-01,74,18,18
P6432,2024-01-31,220,37,17
P6433,2024-01-11,239,15,60
P6434,2024-01-02,61,50,89
P6435,2024-01-31,112,21,80
P6436,2024-01-13,159,28,41
P6437,2024-01-31,177,26,55
P6438,2024-01-18,172,56,30
P6439,2024-01-12,192,52,60
P6440,2024-01-07,63,51,65
P6441,2024-01-20,73,36,22
P6442,2024-01-26,228,56,79
P6443,2024-01-13,177,56,85
P6444,2024-01-18,34,44,90
P6445,2024-01-27,142,42,91
P6446,2024-01-21,127,49,74
P6447,2024-01-22,183,57,25
P6448,2024-01-13,62,25,70
P6449,2024-01-20,171,11,63
P6450,2024-01-10,140,59,81
P6451,2024-01-23,225,38,72
P6452,2024-01-30,201,46,79
P6453,2024-01-25,187,29,53
P6454,2024-01-10,190,50,52
P6455,2024-01-28,101,29,27
P6456,2024-01-25,41,11,30
P6457,2024-01-18,232,12,12
P6458,2024-01-30,129,39,67
P6459,2024-01-03,86,55,43
P6460,2024-01-25,52,51,23
P6461,2024-01-15,234,52,73
P6462,2024-01-13,190,10,87
P6463,2024-01-02,105,39,94
P6464,2024-01-27,202,27,58
P6465,2024-01-26,70,46,29
P6466,2024-01-05,189,57,31
P6467,2024-01-11,193,34,11
P6468,2024-01-08,125,59,57
P6469,2024-01-25,237,34,84
P6470,2024-01-19,151,18,55
P6471,2024-01-21,203,37,33
P6472,2024-01-09,42,13,66
P6473,2024-01-23,186,53,33
P6474,2024-01-02,215,50,88
P6475,2024-01-10,198,57,77
P6476,2024-01-13,50,28,52
P6477,2024-01-01,103,21,60
P6478,2024-01-30,225,54,57
P6479,2024-01-11,52,51,78
P6480,2024-01-15,190,16,53
P6481,2024-01-21,108,19,47
P6482,2024-01-17,78,60,50
P6483,2024-01-16,42,33,94
P6484,2024-01-10,117,31,47
P6485,2024-01-07,125,19,80
P6486,2024-01-07,45,10,10
P6487,2024-01-06,157,22,70
P6488,2024-01-09,82,43,40
P6489,2024-01-02,176,18,24
P6490,2024-01-02,71,33,49
P6491,2024-01-29,234,26,16
P6492,2024-01-05,146,39,31
P6493,2024-01-26,186,45,100
P6494,2024-01-31,87,43,37
P6495,2024-01-03,98,46,82
P6496,2024-01-19,31,59,43
P6497,2024-01-19,53,34,46
P6498,2024-01-03,80,47,63
P6499,2024-01-22,72,54,87
P6500,2024-01-11,96,24,89
P6501,2024-01-04,54,39,32
P6502,2024-01-25,37,44,58
P6503,2024-01-17,67,34,53
P6504,2024-01-05,148,36,56
P6505,2024-01-08,176,22,100
P6506,2024-01-06,112,33,97
P6507,2024-01-31,209,34,29
P6508,2024-01-24,151,31,17
P6509,2024-01-17,43,47,37
P6510,2024-01-06,57,26,63
P6511,2024-01-27,189,19,61
P6512,2024-01-01,179,22,99
P6513,2024-01-08,113,36,38
P6514,2024-01-05,169,17,62
P6515,2024-01-11,56,52,25
P6516,2024-01-31,217,18,57
P6517,2024-01-17,159,57,90
P6518,2024-01-09,108,31,61
P6519,2024-01-02,30,47,74
P6520,2024-01-29,144,19,14
P6521,2024-01-28,41,60,57
P6522,2024-01-15,88,20,41
P6523,2024-01-31,38,52,61
P6524,2024-01-28,90,18,90
P6525,2024-01-14,132,38,13
P6526,2024-01-31,129,57,44
P6527,2024-01-07,82,24,74
P6528,2024-01-15,85,23,17
P6529,2024-01-06,126,53,37
P6530,2024-01-31,56,46,12
P6531,2024-01-28,140,12,73
P6532,2024-01-09,57,58,36
P6533,2024-01-13,154,22,80
P6534,2024-01-09,76,17,56
P6535,2024-01-30,93,39,56
P6536,2024-01-30,163,32,47
P6537,2024-01-31,36,27,11
P6538,2024-01-16,119,46,52
P6539,2024-01-13,138,20,38
P6540,2024-01-06,131,42,96
P6541,2024-01-11,192,33,91
P6542,2024-01-10,202,26,53
P6543,2024-01-16,142,10,66
P6544,2024-01-03,183,12,27
P6545,2024-01-08,68,32,91
P6546,2024-01-23,152,35,14
P6547,2024-01-19,123,34,88
P6548,2024-01-12,110,51,88
P6549,2024-01-20,63,29,26
P6550,2024-01-02,108,17,83
P6551,2024-01-28,180,32,69
P6552,2024-01-12,156,39,35
P6553,2024-01-09,184,13,92
P6554,2024-01-22,118,39,73
P6555,2024-01-16,30,32,43
P6556,2024-01-19,136,40,43
P6557,2024-01-15,219,39,41
P6558,2024-01-06,208,51,94
P6559,2024-01-08,170,10,26
P6560,2024-01-20,144,52,39
P6561,2024-01-16,224,23,46
P6562,2024-01-06,147,12,100
P6563,2024-01-07,226,18,10
